Suburb,Address,Type,Price,Method,SellerG,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longitude,Regionname
Brunswick,2/825 Park St,u,440000,S,Nelson,5.2,3056,1,1,1,0,-37.7769,144.9523,Northern Metropolitan
Brunswick West,1/536 Albion St,h,440000,PI,Jellis,5.9,3055,2,1,1,0,-37.7577,144.9354,Northern Metropolitan
Hawthorn,8/32 Liddiard St,u,440000,SP,Jellis,4.6,3122,2,1,1,0,-37.8192,145.0385,Southern Metropolitan
Ivanhoe,8/74 Marshall St,u,440000,SP,Miles,7.9,3079,2,1,0,0,-37.7711,145.047,Eastern Metropolitan
Melbourne,303/166 Flinders St,u,440000,S,Harcourts,2.8,3000,1,1,1,0,-37.8168,144.9691,Northern Metropolitan
Moonee Ponds,22/122 Maribyrnong Rd,u,440000,VB,Barry,6.9,3039,2,1,1,0,-37.7715,144.9155,Western Metropolitan
North Melbourne,2/150 Arden St,u,440000,PI,hockingstuart,2.3,3051,2,1,1,0,-37.8004,144.9465,Northern Metropolitan
Gardenvale,7/32 Gardenia Rd,u,440000,S,Biggin,9.8,3185,2,1,1,0,-37.8971,145.0093,Southern Metropolitan
Hawthorn,1/54 Liddiard St,u,440000,S,Jellis,4.6,3122,1,1,1,0,-37.8194,145.0397,Southern Metropolitan
Balaclava,2/31 Orange Gr,u,440000,S,hockingstuart,6.6,3183,1,1,0,0,-37.8686,144.9969,Southern Metropolitan
Prahran,104/27 Macquarie St,u,440000,SP,Castran,4.6,3181,1,1,1,0,-37.85012,144.99225,Southern Metropolitan
Footscray,19/44 Everard St,u,440000,S,Jas,5.1,3011,3,1,1,0,-37.79633,144.88526,Western Metropolitan
Maribyrnong,403/77 Village Wy,u,440000,VB,Woodards,4.3,3032,2,1,2,0,-37.77117,144.88041,Western Metropolitan
Moonee Ponds,907/341 Ascot Vale Rd,u,439000,S,Frank,6.9,3039,2,1,1,0,-37.7679,144.9245,Western Metropolitan
Fairfield,4/28 Rushall St,u,438000,S,Harcourts,5.8,3078,2,1,1,0,-37.7762,145.0213,Northern Metropolitan
Thornbury,7/67 Pender St,u,438000,SP,Love,6.5,3071,2,1,1,0,-37.7541,145.0088,Northern Metropolitan
West Footscray,12/32 Argyle St,h,438000,S,hockingstuart,8.2,3012,2,1,2,0,-37.7952,144.8749,Western Metropolitan
Ormond,6/16 Walsh St,u,437500,S,Woodards,11.8,3204,2,1,1,0,-37.9023,145.0461,Southern Metropolitan
Carlton North,14/1102 Lygon St,u,437000,S,Nelson,3.2,3054,1,1,1,0,-37.7798,144.9707,Northern Metropolitan
Melbourne,43/1 Exhibition St,u,436000,S,RT,2.8,3000,1,1,0,0,-37.8159,144.972,Northern Metropolitan
Preston,6/383 Gilbert Rd,u,436000,S,Nelson,8.8,3072,2,1,1,0,-37.7377,144.9899,Northern Metropolitan
Brunswick,11/68 De Carle St,u,435000,SP,Jellis,5.2,3056,2,1,1,0,-37.7597,144.9655,Northern Metropolitan
Brunswick West,18/180 Union St,u,435000,S,Nelson,5.9,3055,2,1,1,0,-37.7727,144.9497,Northern Metropolitan
Carnegie,6/7 Judd St,u,435000,S,Gary,11.4,3163,2,1,1,0,-37.8986,145.0567,Southern Metropolitan
Essendon,4/20 William St,u,435000,S,Nelson,8,3040,2,1,1,0,-37.7461,144.9079,Western Metropolitan
Northcote,12/20 Ross St,u,435000,S,Nelson,5.5,3070,1,1,2,0,-37.7842,144.9991,Northern Metropolitan
St Kilda,10/1 St Kilda Rd,u,435000,SP,Buxton,6.1,3182,1,1,1,0,-37.8573,144.9825,Southern Metropolitan
Carlton,268 Faraday St,u,435000,S,Woodards,1.8,3053,1,1,1,0,-37.7982,144.9651,Northern Metropolitan
Murrumbeena,8/145 Murrumbeena Rd,u,435000,PI,Woodards,12.1,3163,2,1,1,0,-37.8941,145.0655,Southern Metropolitan
Ormond,14/21 Lillimur Rd,u,435000,S,RT,11.8,3204,1,1,1,0,-37.9016,145.0414,Southern Metropolitan
Brunswick East,15/67 Nicholson St,u,435000,SP,Pagan,4.5,3057,2,1,1,0,-37.7755,144.9786,Northern Metropolitan
Maidstone,19/8 Crefden St,u,435000,S,Biggin,6.4,3012,2,2,1,0,-37.77813,144.87287,Western Metropolitan
Coburg,8/6 McKay St,u,434000,S,Nelson,7.8,3058,2,1,1,0,-37.7405,144.9644,Northern Metropolitan
Footscray,3/23 Pickett St,u,433000,SP,Jas,6.4,3011,2,1,1,0,-37.8017,144.8957,Western Metropolitan
Ascot Vale,3/28 Ormond Rd,u,432000,S,Biggin,5.9,3032,2,1,1,0,-37.773,144.9303,Western Metropolitan
Melbourne,308/16 Liverpool St,u,432000,S,LITTLE,2.8,3000,1,1,1,0,-37.8111,144.9715,Northern Metropolitan
Melbourne,501/318 Little Lonsdale St,u,432000,S,Greg,2.8,3000,1,1,1,0,-37.8116,144.9603,Northern Metropolitan
Footscray,11/44 Everard St,u,431000,SP,Jas,6.4,3011,2,1,1,0,-37.7963,144.8853,Western Metropolitan
St Kilda,5/46 Greeves St,u,431000,S,McGrath,6.1,3182,2,1,1,0,-37.8665,144.9833,Southern Metropolitan
Maribyrnong,8 Parade Sq,t,431000,S,Raine,8.7,3032,2,1,1,0,-37.7722,144.8807,Western Metropolitan
Camberwell,19/1295 Toorak Rd,u,430000,VB,Jellis,7.8,3124,2,1,1,0,-37.8493,145.0877,Southern Metropolitan
Collingwood,107/10 Stanley St,u,430000,VB,Jellis,1.6,3066,1,1,1,0,-37.8019,144.9845,Northern Metropolitan
Ivanhoe,2/125 Locksley Rd,u,430000,VB,Miles,7.9,3079,2,1,1,0,-37.7662,145.0516,Eastern Metropolitan
Northcote,7/7 Simpson St,u,430000,PI,Nelson,5.5,3070,2,1,1,0,-37.7813,145.0062,Northern Metropolitan
South Yarra,11/276 Domain Rd,u,430000,S,hockingstuart,3.3,3141,2,1,1,0,-37.8351,144.9909,Southern Metropolitan
St Kilda,1/76 Carlisle St,u,430000,S,Woodards,6.1,3182,2,1,1,0,-37.8675,144.9851,Southern Metropolitan
St Kilda,48/352 Canterbury Rd,u,430000,SP,Cayzer,6.1,3182,2,1,1,0,-37.859,144.9767,Southern Metropolitan
Toorak,2/29 May Rd,u,430000,PI,Dixon,4.6,3142,2,1,1,0,-37.8473,145.0053,Southern Metropolitan
Ormond,5/11 Ormond Rd,u,430000,PI,Purplebricks,11.8,3204,2,1,1,0,-37.903,145.0452,Southern Metropolitan
Brunswick,8/55 De Carle St,u,428000,S,Brad,5.2,3056,2,1,2,0,-37.7593,144.9652,Northern Metropolitan
Melbourne,902/16 Liverpool St,u,427000,S,Harcourts,2.8,3000,1,1,0,0,-37.8111,144.9715,Northern Metropolitan
Abbotsford,5/20 Abbotsford St,u,426000,SP,Greg,2.5,3067,1,1,1,0,-37.8016,144.9988,Northern Metropolitan
Coburg,44 Quarry Cct,u,425000,S,Ray,7.8,3058,2,2,1,0,-37.7363,144.9723,Northern Metropolitan
Flemington,8/39 Dover St,u,425000,SP,Hodges,4.4,3031,2,1,1,0,-37.7833,144.9255,Northern Metropolitan
Kensington,301/84 Altona St,u,425000,S,Rendina,4.2,3031,2,1,1,0,-37.7966,144.9254,Northern Metropolitan
Malvern East,15/5 Warley Rd,u,425000,SP,hockingstuart,11.2,3145,2,1,1,0,-37.8804,145.0501,Southern Metropolitan
South Yarra,1107/12 Yarra St,u,425000,PI,Biggin,3.3,3141,1,1,1,0,-37.837,144.9931,Southern Metropolitan
Southbank,125/173 City Rd,u,425000,VB,Greg,1.2,3006,1,1,1,0,-37.8245,144.9622,Southern Metropolitan
Cremorne,301/163 Cremorne St,u,425000,PI,hockingstuart,2.5,3121,1,1,1,0,-37.8301,144.9904,Northern Metropolitan
Kensington,20 Bradfield La,t,425000,SA,Biggin,4.2,3031,1,1,1,0,-37.7886,144.9253,Northern Metropolitan
Cheltenham,4/3 MacKenzie St,u,425000,S,Purplebricks,17.9,3192,2,1,1,0,-37.97143,145.05219,Southern Metropolitan
Northcote,16/62 Cunningham St,u,422000,S,Chambers,5.5,3070,1,1,1,0,-37.7827,144.9999,Northern Metropolitan
South Yarra,2/53 Caroline St,u,422000,S,hockingstuart,3.3,3141,1,1,0,0,-37.837,144.9881,Southern Metropolitan
Armadale,9/55 Northcote Rd,u,421500,S,Biggin,6.3,3143,1,1,0,0,-37.853,145.0167,Southern Metropolitan
Ivanhoe,3/14 Merton St,u,421000,SP,Nelson,7.9,3079,1,1,1,0,-37.7753,145.0419,Eastern Metropolitan
Flemington,5/121 Wellington St,u,420500,S,Jellis,4.4,3031,2,1,1,0,-37.783,144.932,Northern Metropolitan
Murrumbeena,1/5 Dunoon St,u,420500,S,Woodards,12.1,3163,2,1,1,0,-37.8913,145.0673,Southern Metropolitan
Box Hill,1/14 Alexander St,u,420000,VB,Jellis,13.1,3128,2,1,1,0,-37.8253,145.1205,Eastern Metropolitan
Caulfield North,9/400 Dandenong Rd,u,420000,VB,Gary,8.1,3161,2,1,1,0,-37.861,145.0136,Southern Metropolitan
Footscray,3/53 Whitehall St,u,420000,VB,Village,6.4,3011,2,1,1,0,-37.8042,144.9049,Western Metropolitan
Glenroy,1/25 Morell St,h,420000,PI,Raine,13,3046,3,1,2,0,-37.7025,144.9504,Northern Metropolitan
Hughesdale,105/175 Kangaroo Rd,u,420000,VB,Woodards,13,3166,2,1,1,0,-37.9008,145.0859,Southern Metropolitan
Kensington,2/65 Bayswater Rd,u,420000,VB,Alexkarbon,4.2,3031,2,1,1,0,-37.794,144.923,Northern Metropolitan
Kensington,1/16 Mawbey St,u,420000,SP,Nelson,4.2,3031,2,1,1,0,-37.7899,144.9231,Northern Metropolitan
Malvern,13/200 Wattletree Rd,u,420000,SP,hockingstuart,7.4,3144,1,1,3,0,-37.8633,145.0336,Southern Metropolitan
Maribyrnong,4/47 Middle Rd,u,420000,S,Alexkarbon,8.7,3032,2,1,1,0,-37.7678,144.8899,Western Metropolitan
Moonee Ponds,5/3 Lennox St,u,420000,VB,Nelson,6.9,3039,2,1,1,0,-37.7701,144.9079,Western Metropolitan
Port Melbourne,401/216 Rouse St,u,420000,S,Buxton,3.8,3207,1,1,1,0,-37.841,144.9379,Southern Metropolitan
St Kilda,13/60 Carlisle St,u,420000,S,Cayzer,6.1,3182,1,1,1,0,-37.8674,144.9839,Southern Metropolitan
Brunswick East,7/162 Lygon St,u,420000,PI,Jellis,4.5,3057,2,1,1,0,-37.7732,144.9716,Northern Metropolitan
Hawthorn East,4/799 Burwood Rd,u,420000,PI,hockingstuart,7.5,3123,2,1,1,0,-37.8245,145.0527,Southern Metropolitan
Bentleigh,8/12 Brentwood St,u,420000,SP,Gary,11.4,3204,2,1,1,0,-37.9336,145.04509,Southern Metropolitan
Hawthorn,9/454 Burwood Rd,u,420000,S,hockingstuart,5.3,3122,1,1,1,0,-37.82334,145.04015,Southern Metropolitan
Essendon,3/15 Woodvale Cl,u,420000,S,Nelson,7.5,3040,2,1,1,0,-37.74444,144.92084,Western Metropolitan
South Yarra,7/85 Caroline St,u,420000,S,hockingstuart,2.7,3141,1,1,1,0,-37.83547,144.98844,Southern Metropolitan
Brunswick,7/675 Park St,u,418000,SP,Harcourts,5.2,3056,1,1,1,0,-37.7783,144.9635,Northern Metropolitan
Balaclava,3/20 Orange Gr,u,416000,S,Chisholm,6.6,3183,2,1,1,0,-37.8678,144.9966,Southern Metropolitan
Carnegie,2/11 Maroona Rd,u,415000,S,hockingstuart,11.4,3163,2,1,1,0,-37.8889,145.048,Southern Metropolitan
Hawthorn,8/67 Denham St,u,415000,S,Woodards,4.6,3122,1,1,1,0,-37.8192,145.0221,Southern Metropolitan
Moonee Ponds,1/5 Park St,u,415000,S,Weda,6.9,3039,1,1,1,0,-37.7623,144.9211,Western Metropolitan
Richmond,6/361 Church St,u,415000,S,Jellis,2.6,3121,1,1,1,0,-37.8234,144.9985,Northern Metropolitan
Williamstown,24/18 Station Rd,u,415000,S,Greg,8,3016,2,1,1,0,-37.857,144.891,Western Metropolitan
Cremorne,313/163 Cremorne St,u,415000,SP,Jellis,2.5,3121,1,1,1,0,-37.8301,144.9904,Northern Metropolitan
Thornbury,1/54 Pender St,u,415000,S,Harcourts,7,3071,1,1,1,0,-37.75443,145.00919,Northern Metropolitan
Hawthorn,1/23 Hawthorn Gr,u,415000,S,Nelson,5.3,3122,1,1,1,0,-37.81519,145.03153,Southern Metropolitan
Preston,502/49 Plenty Rd,u,413000,SP,Raine,8.8,3072,2,1,1,0,-37.7499,145.0031,Northern Metropolitan
Windsor,9/58 The Avenue,u,412500,S,Beller,5.1,3181,1,1,1,0,-37.8533,144.9986,Southern Metropolitan
Williamstown,9/99 Melbourne Rd,u,412000,SP,Williams,8,3016,2,1,1,0,-37.8586,144.8937,Western Metropolitan
Avondale Heights,2/4 Carmyle Ct,u,411000,PI,Barry,10.5,3034,2,1,1,0,-37.7608,144.863,Western Metropolitan
Essendon,5/23 Daisy St,u,411000,S,Nelson,8,3040,2,1,1,0,-37.7547,144.9107,Western Metropolitan
Glen Iris,7/69 Edgar St N,u,411000,SP,Noel,9.2,3146,2,1,1,0,-37.85,145.0461,Southern Metropolitan
Balaclava,7/72 Grosvenor St,u,410000,PI,hockingstuart,6.6,3183,2,1,2,0,-37.8731,144.9958,Southern Metropolitan
Brunswick,11/97 Brickworks Dr,u,410000,S,Ray,5.2,3056,2,1,1,0,-37.7695,144.9528,Northern Metropolitan
Elsternwick,5/29 Nepean Hwy,u,410000,VB,Gary,8.5,3185,0,0,0,0,-37.8863,144.9996,Southern Metropolitan
Kensington,10/2 Howlett St,u,410000,PI,Rendina,4.2,3031,2,1,1,0,-37.7897,144.9228,Northern Metropolitan
Moonee Ponds,6/9 St James St,u,410000,S,Brad,6.9,3039,2,1,1,0,-37.7597,144.9188,Western Metropolitan
Northcote,1/94 Union St,u,410000,S,Nelson,5.5,3070,1,1,0,0,-37.7793,144.9972,Northern Metropolitan
Richmond,201/61 Stawell St,u,410000,PI,hockingstuart,2.6,3121,1,1,1,0,-37.822,145.0104,Northern Metropolitan
South Yarra,7/48 Cromwell Rd,u,410000,S,hockingstuart,3.3,3141,1,1,0,0,-37.8427,145.0006,Southern Metropolitan
South Yarra,3/4 Gordon Gr,u,410000,S,Biggin,3.3,3141,1,1,1,0,-37.8337,144.9886,Southern Metropolitan
Yarraville,1/53 Stephen St,u,410000,PI,hockingstuart,7,3013,2,0,0,0,-37.8129,144.8952,Western Metropolitan
Ormond,3/11 Ormond Rd,u,410000,SA,Stockdale,11.8,3204,2,1,1,0,-37.903,145.0452,Southern Metropolitan
Prahran,12/28 Wynnstay Rd,u,410000,PI,Thomson,4.5,3181,1,1,1,0,-37.8529,145.0103,Southern Metropolitan
South Yarra,1/52 Caroline St,u,410000,S,hockingstuart,3.3,3141,1,1,0,0,-37.8378,144.9883,Southern Metropolitan
Essendon,11/139 Napier St,u,410000,VB,McDonald,7.5,3040,2,1,1,0,-37.75122,144.91805,Western Metropolitan
Windsor,8/9 The Avenue,u,410000,S,Buxton,4.6,3181,1,1,1,0,-37.85687,144.99748,Southern Metropolitan
South Yarra,10/20 Cromwell Rd,u,410000,PI,Jellis,2.7,3141,1,1,1,0,-37.8446,145.00018,Southern Metropolitan
Maribyrnong,402/77 Village Wy,u,410000,VB,Raine,4.3,3032,2,1,2,0,-37.77117,144.88041,Western Metropolitan
South Yarra,8/99 Osborne St,u,409000,S,Castran,3.3,3141,1,1,1,0,-37.8414,144.991,Southern Metropolitan
South Melbourne,17/39 Dorcas St,h,407500,S,Greg,1.9,3205,1,1,1,0,-37.83087,144.96864,Southern Metropolitan
Reservoir,3/963 High St,u,406000,S,Barry,11.2,3073,2,1,1,0,-37.7093,145.0083,Northern Metropolitan
Bentleigh,6/25 Vickery St,u,405000,S,Gary,13,3204,2,1,1,0,-37.9159,145.039,Southern Metropolitan
Malvern,8/236 Wattletree Rd,u,405000,S,Marshall,7.4,3144,1,1,1,0,-37.8637,145.0373,Southern Metropolitan
Toorak,8/5 Gordon St,u,405000,PI,Jellis,4.6,3142,1,1,1,0,-37.844,145.005,Southern Metropolitan
Ivanhoe East,3/204 The Boulevard,u,405000,S,Miles,9,3079,1,1,1,0,-37.7767,145.0543,Eastern Metropolitan
Ormond,3/302 Grange Rd,u,405000,VB,Besser,11.8,3204,2,1,1,0,-37.9031,145.0444,Southern Metropolitan
Cremorne,204/8 Balmain St,u,405000,SP,Dingle,2.5,3121,1,1,1,0,-37.8299,144.9907,Northern Metropolitan
Armadale,6/581 Orrong Rd,u,405000,S,Marshall,6.3,3143,1,1,0,0,-37.8531,145.0115,Southern Metropolitan
Brunswick West,5/22 Whitby St,u,403000,S,hockingstuart,5.9,3055,2,1,2,0,-37.7643,144.9477,Northern Metropolitan
Richmond,305/45 York St,u,402000,S,hockingstuart,2.6,3121,1,1,1,0,-37.813,144.993,Northern Metropolitan
South Yarra,1906/229 Toorak Rd,u,402000,S,LITTLE,3.3,3141,1,1,1,0,-37.8392,144.9947,Southern Metropolitan
Parkville,5/361 Royal Pde,u,401000,S,Nelson,2.6,3052,1,1,1,0,-37.7852,144.9589,Northern Metropolitan
Brunswick West,107/480 Albion St,u,400500,SP,Nelson,5.9,3055,2,1,1,0,-37.7582,144.94,Northern Metropolitan
Armadale,1/2 Armadale St,u,400000,PI,hockingstuart,6.3,3143,1,1,1,0,-37.8605,145.0185,Southern Metropolitan
Box Hill,3/5 Kent Rd,u,400000,VB,Ray,13.1,3128,2,1,1,0,-37.8248,145.1215,Eastern Metropolitan
Brunswick,3/9 Austin Tce,u,400000,S,Jellis,5.2,3056,2,1,1,0,-37.7608,144.968,Northern Metropolitan
Brunswick West,3/447 Brunswick Rd,u,400000,S,Nelson,5.9,3055,2,1,1,0,-37.7752,144.9463,Northern Metropolitan
Doncaster,6/14 Firth St,u,400000,VB,Ross,13.9,3108,2,1,2,0,-37.7868,145.1223,Eastern Metropolitan
Fairfield,7/223 Station St,u,400000,VB,Nelson,5.8,3078,2,1,1,0,-37.7719,145.0195,Northern Metropolitan
Hampton East,9/12 Bartlett St,u,400000,S,Greg,14.5,3188,2,1,1,0,-37.9367,145.0322,Southern Metropolitan
Hawthorn,7/6 Osborne Ct,u,400000,PI,Biggin,4.6,3122,1,1,1,0,-37.8155,145.0161,Southern Metropolitan
Melbourne,816/300 Swanston St,u,400000,VB,Greg,2.8,3000,1,1,1,0,-37.8106,144.9646,Northern Metropolitan
Middle Park,5/143 Canterbury Rd,u,400000,S,RT,4.1,3206,1,1,1,0,-37.8522,144.9678,Southern Metropolitan
Northcote,13/200 Westgarth St,u,400000,VB,Nelson,5.5,3070,1,1,1,0,-37.7831,145.0124,Northern Metropolitan
Port Melbourne,14/200 Bay St,u,400000,VB,Greg,3.8,3207,1,1,1,0,-37.8392,144.9421,Southern Metropolitan
South Yarra,14/85 Caroline St,u,400000,S,hockingstuart,3.3,3141,1,1,1,0,-37.8355,144.9884,Southern Metropolitan
St Kilda,14/89 Fitzroy St,u,400000,VB,Gary,6.1,3182,1,1,1,0,-37.8605,144.9769,Southern Metropolitan
St Kilda,4/25 Jackson St,u,400000,PI,Biggin,6.1,3182,2,1,1,0,-37.8619,144.976,Southern Metropolitan
St Kilda,203/43 Duke St,u,400000,VB,Whiting,6.1,3182,1,1,1,0,-37.8676,144.9901,Southern Metropolitan
St Kilda,77/151 Fitzroy St,u,400000,S,Pride,6.1,3182,1,1,1,0,-37.8591,144.979,Southern Metropolitan
Williamstown North,4/29 Champion Rd,u,400000,SP,Compton,8.9,3016,2,1,1,0,-37.8564,144.8864,Western Metropolitan
Brunswick East,18/408 Lygon St,u,400000,SP,Jellis,4.5,3057,2,1,1,0,-37.765,144.9731,Northern Metropolitan
Hawthorn East,12/82 Campbell Rd,u,400000,VB,Noel,7.5,3123,1,1,1,0,-37.8339,145.0548,Southern Metropolitan
Oakleigh,11/79 Atherton Rd,u,400000,PI,Woodards,14,3166,2,1,1,0,-37.8991,145.0939,Southern Metropolitan
Kensington,205/72 Altona St,u,400000,SP,Edward,3.4,3031,1,1,1,0,-37.79741,144.92614,Northern Metropolitan
South Yarra,17/43 Kensington Rd,u,400000,VB,Jellis,2.7,3141,1,1,1,0,-37.83678,145.00137,Southern Metropolitan
Prahran,4/24 Grandview Gr,u,400000,VB,hockingstuart,4.6,3181,1,1,2,0,-37.85126,145.00832,Southern Metropolitan
Brunswick West,7/80 Hopetoun Av,u,400000,VB,Nelson,5.2,3055,2,2,1,0,-37.75201,144.9336,Northern Metropolitan
Hawthorn East,6/712 Burwood Rd,u,400000,VB,Jellis,6.2,3123,2,1,1,0,-37.82465,145.05092,Southern Metropolitan
Prahran,11/8 Grandview Gr,u,399000,S,Jellis,4.6,3181,1,1,0,0,-37.85279,145.00811,Southern Metropolitan
Yarraville,10/51 Stephen St,u,397000,S,Village,7,3013,2,1,1,0,-37.8128,144.8953,Western Metropolitan
Essendon North,2/17 Bulla Rd,u,396000,S,Barry,9.4,3041,2,1,1,0,-37.7428,144.9086,Western Metropolitan
Essendon,5/36 King St,u,395000,SP,Jellis,8,3040,2,1,1,0,-37.7461,144.9058,Western Metropolitan
Flemington,3/39 Dover St,u,395000,PI,Rendina,4.4,3031,2,1,1,0,-37.7833,144.9255,Northern Metropolitan
Footscray,116/55 Hopkins St,u,395000,SP,Greg,6.4,3011,2,2,1,0,-37.8006,144.9053,Western Metropolitan
Kensington,1/16 Mawbey St,u,395000,PI,Nelson,4.2,3031,2,1,1,0,-37.7899,144.9231,Northern Metropolitan
Kew,28/60 Harp Rd,u,395000,VB,Jellis,5.6,3101,1,1,1,0,-37.7999,145.0544,Southern Metropolitan
Footscray,5/248 Gordon St,u,395000,S,Sweeney,5.1,3011,2,1,1,0,-37.79711,144.88825,Western Metropolitan
Gardenvale,2/32 Gardenia Rd,u,393000,SP,Biggin,9.8,3185,2,1,1,0,-37.8971,145.0093,Southern Metropolitan
Elwood,9/400 Barkly St,u,392500,SP,Biggin,7.7,3184,1,1,0,0,-37.882,144.9785,Southern Metropolitan
St Kilda,25/52 Fitzroy St,u,392000,S,hockingstuart,6.1,3182,1,1,1,0,-37.8599,144.9766,Southern Metropolitan
Kensington,17/16 Mawbey St,u,392000,SP,Rendina,3.4,3031,1,1,1,0,-37.78993,144.92306,Northern Metropolitan
Altona,4/31 Millers Rd,u,391000,SP,Greg,13.8,3018,2,1,1,0,-37.8678,144.8384,Western Metropolitan
Flemington,1/15 Dartford St,u,391000,S,Nelson,4.4,3031,2,1,1,0,-37.7825,144.9239,Northern Metropolitan
Richmond,7/42 Baker St,u,391000,SP,Caine,2.6,3121,2,1,1,0,-37.812,145.0029,Northern Metropolitan
Brunswick East,408/1 Brunswick Rd,u,390500,SP,Ray,4,3057,1,1,1,0,-37.77883,144.9776,Northern Metropolitan
Alphington,5/5 Yarana Rd,u,390000,VB,Nelson,6.4,3078,2,1,1,0,-37.7773,145.0314,Northern Metropolitan
Ascot Vale,8/129 The Parade,u,390000,S,Alexkarbon,5.9,3032,1,1,1,0,-37.7723,144.9094,Western Metropolitan
Carlton North,26/174 Lee St,u,390000,S,Kelly,3.2,3054,1,1,1,0,-37.7907,144.9691,Northern Metropolitan
Essendon,3/7 Violet St,u,390000,VB,Nelson,8,3040,2,1,1,0,-37.7554,144.9127,Western Metropolitan
Glen Iris,4/68 Edgar St N,u,390000,S,hockingstuart,9.2,3146,2,1,1,0,-37.8497,145.0466,Southern Metropolitan
Richmond,603/120 Palmer St,u,390000,S,LITTLE,2.6,3121,1,1,1,0,-37.8195,145.0103,Northern Metropolitan
St Kilda,12/352 Canterbury Rd,u,390000,VB,Buxton,6.1,3182,2,1,1,0,-37.859,144.9767,Southern Metropolitan
Brunswick East,7/72 Victoria St,u,390000,PI,Peter,4.5,3057,2,1,1,0,-37.7689,144.978,Northern Metropolitan
Northcote,4/26 Wilmoth St,u,390000,S,Ray,5.3,3070,2,1,1,0,-37.76622,145.01596,Northern Metropolitan
Kensington,14/8 Mawbey St,u,390000,SP,Edward,3.4,3031,1,1,1,0,-37.79023,144.92335,Northern Metropolitan
Melbourne,806/22 Coromandel Pl,u,387000,S,Galldon,0,3000,2,1,0,0,-37.81301,144.96924,Northern Metropolitan
Melbourne,1615/250 Elizabeth St,u,386000,S,Dingle,2.8,3000,1,1,0,0,-37.8127,144.9627,Northern Metropolitan
Brunswick West,7/7 Allard St,u,385000,SP,Jellis,5.9,3055,2,1,1,0,-37.7688,144.9421,Northern Metropolitan
Ivanhoe,2/29 St Elmo Rd,u,385000,SP,hockingstuart,7.9,3079,1,1,1,0,-37.7638,145.0458,Eastern Metropolitan
Northcote,2/62 Cunningham St,u,385000,SP,McGrath,5.5,3070,1,1,0,0,-37.7827,144.9999,Northern Metropolitan
Richmond,104/8 Howard St,u,385000,VB,RT,2.6,3121,1,1,1,0,-37.8331,144.9975,Northern Metropolitan
St Kilda,26/12 Fitzroy St,u,385000,PI,hockingstuart,6.1,3182,1,1,1,0,-37.8614,144.9741,Southern Metropolitan
St Kilda,4/27 Robe St,u,385000,VB,Harrington,6.1,3182,2,1,1,0,-37.8648,144.9783,Southern Metropolitan
Brunswick East,314/360 Lygon St,u,385000,VB,Jellis,4.5,3057,1,1,1,0,-37.7679,144.9725,Northern Metropolitan
Williamstown,2/29 Dover Rd,u,385000,SP,Williams,6.8,3016,1,1,1,0,-37.85588,144.89936,Western Metropolitan
Thornbury,3/57 Pender St,u,383000,S,Love,6.5,3071,1,1,1,0,-37.7539,145.0075,Northern Metropolitan
Hawthorn,2/472 Glenferrie Rd,u,382000,SP,Kay,4.6,3122,1,1,1,0,-37.8339,145.0335,Southern Metropolitan
Yarraville,9/51 Stephen St,u,381000,PI,Jas,7,3013,2,1,1,0,-37.8128,144.8953,Western Metropolitan
Yarraville,103/58 Ballarat St,u,381000,S,Sweeney,7,3013,1,1,1,0,-37.8184,144.8904,Western Metropolitan
Bentleigh East,9/7 Derry St,u,380000,PI,Buxton,13.9,3165,3,2,1,0,-37.9212,145.0674,Southern Metropolitan
Bentleigh East,1/6 Brad St,u,380000,S,hockingstuart,13.9,3165,1,1,1,0,-37.9315,145.0619,Southern Metropolitan
Brunswick West,11/7 Egginton St,t,380000,VB,Nelson,5.9,3055,2,1,1,0,-37.7607,144.9393,Northern Metropolitan
Brunswick West,4/22 Murray St,u,380000,PI,Brad,5.9,3055,2,1,1,0,-37.7594,144.9427,Northern Metropolitan
Brunswick West,4/42 Passfield St,u,380000,PI,Jellis,5.9,3055,2,1,1,0,-37.7676,144.9394,Northern Metropolitan
Carnegie,9/45 Coorigil Rd,u,380000,SP,Woodards,11.4,3163,2,1,1,0,-37.8957,145.0599,Southern Metropolitan
Richmond,106/28 Burnley St,u,380000,PI,Collins,2.6,3121,1,1,1,0,-37.8127,145.0094,Northern Metropolitan
Richmond,103/8 Howard St,u,380000,PI,Dingle,2.6,3121,1,1,1,0,-37.8331,144.9975,Northern Metropolitan
South Melbourne,6b Napier St,u,380000,VB,Cayzer,2.1,3205,1,1,1,0,-37.8342,144.9679,Southern Metropolitan
South Yarra,6/97 Osborne St,u,380000,S,hockingstuart,3.3,3141,1,1,1,0,-37.8415,144.991,Southern Metropolitan
St Kilda,31/12 Clyde St,u,380000,PI,McGrath,6.1,3182,1,1,1,0,-37.8656,144.9782,Southern Metropolitan
Toorak,27/789 Malvern Rd,u,380000,PI,Rodney,4.6,3142,2,1,1,0,-37.8501,145.0199,Southern Metropolitan
Williamstown North,12/29 Champion Rd,u,380000,PI,Greg,8.9,3016,2,1,1,0,-37.8564,144.8864,Western Metropolitan
Windsor,1/43 Williams Rd,u,380000,VB,hockingstuart,5.1,3181,2,1,1,0,-37.8555,145.0018,Southern Metropolitan
